"WorkerId","AssignmentStatus"
"eca663e2c04bafa706f9210e0f6153ef","Approved"
"eb592b8d8fecd827512c93e2cd7000d9","Approved"
"fdf97d69ca93a147a2f0e459d650d446","Approved"
"2f48e78f59f93c7b0a562b68f198cd7f","Approved"
"ea76ee7c156f3abeddfa39a3a2e32e91","Approved"
"52f454de1df1656b13ef496972789424","Approved"
"298015a706241afc2f5318ea0a982c65","Approved"
"ca7989da002e666241479d1bacd6a8ce","Approved"
"b05206f5f50ca3caeb63255a931f403a","Approved"
"2be09856f8c22f7266099d9d278db020","Approved"
"c49fae13ee3bba39ef04d5a83f3ea8cd","Approved"
"404828122387965e19b682dca3fa2921","Approved"
"e88d2ee11801310dca1fd6a4b8ede538","Approved"
"fe4d5d91f6e8074911f581c417189052","Approved"
"4f4b89369bb7fc1a4aa5213e4b5a9f2d","Approved"
"079c48913498ae383e17b3136ef86ae1","Approved"
"5ec22c462cf491e599d997897d86b085","Approved"
"76660c623799dfc2d5e50f2febad8845","Approved"
"f621ac7035f12dc949d5233c54e4b3d5","Approved"
"62eb32ffb32e5f637a06545188abf7a4","Approved"
"db3f4fa687dd0144b240cf7282d69d3f","Approved"
"7f0093e2391ffc78ee1e49541b68b73a","Approved"
"04e93797e85bc3812713469c1c5b9130","Approved"
"e025ce6eb45025636c5ade3bdcba2c5e","Approved"
"d47b9f130e606d3bca5cd4c0819d7699","Approved"
"8d85ed0a102cc00facdfd834089454cf","Approved"
"24acf431fc8c270d626db441b13fd11d","Approved"
"96450cb5a75c90eeefa2fec70686c352","Approved"
"edf79e056408787f98d3e649864b5825","Approved"
"46d3b0a68ef55ee970dc300c9f878b1a","Approved"
"c403b1fa0f8a476f3dce6a44aef98dd2","Approved"
"1ef7fb434ddae6c8ee2aa28a904c65d2","Approved"
"83c3677b7fc2f6825efeef14d188e11e","Approved"
"bba91bcf920a1d38e281838db7d655c1","Approved"
"ded8e12395834c7ee24a72662c61bfe7","Approved"
"b23e65b4075c9686a0d995ee20d80601","Approved"
"ee357f6a0ff3af8054de2c1a1ec34ef0","Approved"
"0f3f0785b35b99d6b885db6e65294d60","Approved"
"b451a70202d5e320f551400f2dd78136","Approved"
"13a6a6a7c1f290ac4140f35a8c535712","Approved"
"8e6c552fc4fc47f7f0c92df82591202e","Approved"
"c25498d541bfa2317a64f94a9d408aa4","Approved"
"7374e4e0fdd6765cbbc5b4f347aeda82","Approved"
"2c6a418a55da47c87ed90bf7bedea96c","Approved"
"3ac142f7668cd2636097fa8b1cd0d9a5","Approved"
"329362bdc0afca8623fc4175f9bd3975","Approved"
"c144ff3d9a4ffc1d5a3c6e1c91b223b7","Approved"
"3696ccd67f3c12bc08bc0fff8335dfa0","Approved"
"2727d700cc433fc2e18a305b95310656","Approved"
"29ad42a4702261e2f90f3bd02b4fce8c","Approved"
"72d0a887c73fc8e1bffd5691fafbb12b","Approved"
"544c6d416ed0f98e2d64cdb391490b64","Approved"
"5a57ea87e3e77c3dfbca68e1c9f10953","Approved"
"48c716959c88bbbd6abf5842e36fabd6","Approved"
"75ace25f8f9ece84e9617b37301e8dcf","Approved"
"ec13d0cae7e748a8f2cf03bb377d6aaf","Approved"
"54a0cc4a6ab632d704899751d13d6adb","Approved"
"9d8fed4f9eb7dbbd2645f86bb6eb529f","Approved"
"47856fb287b375db0de204c203891fb2","Approved"
"ff8a9c17a9a7d1a4f35daeb5a0a474d2","Approved"
"5e9f66dd0ef049afded14fdc62c7d391","Approved"
"8dc988c4f7b6a750e374951f8d64a63f","Approved"
"1888b67e376b19d313369adf084a54fc","Approved"
"612cdd8f86147774a5ea9219b6224a4b","Approved"
"bac4b2ed592148a1ffe67de1991613e0","Approved"
"07dacac890de0ce4429c244a7c0929da","Approved"
